Date,Close,MA(12),MA,Seasonal ratio,,Months,seasonal factor,,MA,TREND,,C+E = DETRENDED,,CYCLE
2012-08-01,17380.75,16972.6525066667,16943.3191733333,1.02581730428328,,,,,19136.103922625,32,,-1759.286077375,,-1980.0940724618
2012-09-01,18762.740234,17165.0675456667,17068.8600261667,1.09923803963689,,,,,19213.4372559583,33,,-1886.29274404166,,-1924.24868835417
2012-10-01,18505.380859,17231.76513675,17198.4163412083,1.07599330611971,,,,,19349.9442546667,34,,-1954.12574533333,,-1821.82993998611
2012-11-01,19339.900391,17499.80183925,17365.783488,1.11367853943153,,,,,19521.2429200417,35,,-1987.16707995833,,-1682.34215407292
2012-12-01,19426.710938,17830.7844239167,17665.2931315833,1.09971064693331,,,,,19654.4095053333,36,,-2058.34049466666,,-1506.4231073125
2013-01-01,19894.980469,18055.9035645833,17943.34399425,1.10876659754031,,,,,19752.8610840833,37,,-2164.22891591666,,-1292.18877328472
2013-02-01,18861.539063,18148.3085125,18102.1060385417,1.0419527442189,,,,,19872.7548015,38,,-2248.6751985,,-1034.08290469444
2013-03-01,18835.769531,18267.6060385,18207.9572755,1.03448010372612,,,,,20114.79980475,39,,-2210.97019525,,-727.742138909721
2013-04-01,19504.179688,18449.7201335833,18358.6630860417,1.06239651529034,,,,,20384.138183625,40,,-2145.971816375,,-394.102273732637
2013-05-01,19760.300781,18744.8676759167,18597.29390475,1.06253634976178,,,,,20691.2490234583,41,,-2043.20097654167,,-47.6130704444428
2013-06-01,19395.810547,18908.6868490833,18826.7772625,1.03022467821051,,,,,21127.7076823333,42,,-1811.08231766667,,301.771789854169
2013-07-01,19345.699219,19084.4801433333,18996.5834962083,1.0183778163511,,,,,21651.3426920833,43,,-1491.78730791666,,635.542561878475
2013-08-01,18619.720703,19187.7277019167,19136.103922625,0.973015237494897,,,,,22258.3285319167,44,,-1089.14146808333,,941.602918593753
2013-09-01,19379.769531,19239.14681,19213.4372559583,1.00865708060592,,,,,22894.542236375,45,,-657.267763624994,,1203.55532446528
2013-10-01,21164.519531,19460.7416993333,19349.9442546667,1.09377677023001,,,,,23475.877685625,46,,-280.272314374997,,1409.60554934375
2013-11-01,20791.929688,19581.74414075,19521.2429200417,1.06509251348201,,,,,24084.3514811667,47,,123.86148116667,,1561.36157120139
2013-12-01,21170.679688,19727.0748699167,19654.4095053333,1.0771465651133,,,,,24677.3015136667,48,,512.471513666671,,1649.36519234722
2014-01-01,20513.849609,19778.64729825,19752.8610840833,1.03852548355792,,,,,25302.2115071667,49,,933.041507166672,,1674.30977894097
2014-02-01,21120.119141,19966.86230475,19872.7548015,1.06276756050982,,,,,26000.9239909167,50,,1427.41399091666,,1627.40721112847
2014-03-01,22386.269531,20262.73730475,20114.79980475,1.11292529621466,,,,,26570.558186875,51,,1792.708186875,,1485.71478735417
2014-04-01,22417.800781,20505.5390625,20384.138183625,1.09976691577811,,,,,26994.0886230833,52,,2011.89862308333,,1265.88010419445
2014-05-01,24217.339844,20876.9589844167,20691.2490234583,1.17041459491131,,,,,27335.9473470417,53,,2149.41734704167,,996.791765708334
2014-06-01,25413.779297,21378.45638025,21127.7076823333,1.20286496193104,,,,,27585.036946625,54,,2194.166946625,,690.308360222222
2014-07-01,25894.970703,21924.2290039167,21651.3426920833,1.19599837623319,,,,,27776.1469726667,55,,2180.93697266667,,356.325863486111
2014-08-01,26638.109375,22592.4280599167,22258.3285319167,1.19677042850738,,,,,27853.837402375,56,,2054.287402375,,3.48763351388819
2014-09-01,26630.509766,23196.6564128333,22894.542236375,1.16318157799588,,,,,27819.2249349167,57,,1815.33493491667,,-348.510983288195
2014-10-01,27865.830078,23755.0989584167,23475.877685625,1.18699843520922,,,,,27749.0299479167,58,,1540.79994791667,,-684.152273156251
2014-11-01,28693.990234,24413.6040039167,24084.3514811667,1.19139559379201,,,,,27592.4749349167,59,,1179.90493491667,,-1003.54186081597
2014-12-01,27499.419922,24940.9990234167,24677.3015136667,1.11436089990514,,,,,27428.7165527917,60,,811.806552791666,,-1303.66359908333
2015-01-01,29182.949219,25663.4239909167,25302.2115071667,1.153375435611,,,,,27191.4606934167,61,,370.210693416666,,-1586.61081071528
2015-02-01,29220.119141,26338.4239909167,26000.9239909167,1.1238107980781,,,,,26752.694905625,62,,-272.895094374999,,-1838.34852934375
2015-03-01,27957.490234,26802.6923828333,26570.558186875,1.05219807718643,,,,,26384.6219889583,63,,-845.308011041663,,-2023.91621080209
2015-04-01,27011.310547,27185.4848633333,26994.0886230833,1.00063798871513,,,,,26217.10856125,64,,-1217.16143875001,,-2144.01961817014
2015-05-01,27828.439453,27486.40983075,27335.9473470417,1.01801628089584,,,,,26110.2264812083,65,,-1528.38351879167,,-2220.33571949653
2015-06-01,27780.830078,27683.6640625,27585.036946625,1.00709780203499,,,,,26029.3269857917,66,,-1813.62301420833,,-2257.22546313542
2015-07-01,28114.560547,27868.6298828333,27776.1469726667,1.01218360396301,,,,,25994.168213,67,,-2053.121787,,-2258.20785814583
2015-08-01,26283.089844,27839.0449219167,27853.837402375,0.943607498827394,,,,,26081.93400075,68,,-2169.69599925,,-2227.14588059722
2015-09-01,26154.830078,27799.4049479167,27819.2249349167,0.940171055778494,,,,,26243.6094565,69,,-2212.3605435,,-2176.51785622917
2015-10-01,26656.830078,27698.6549479167,27749.0299479167,0.960640070230683,,,,,26368.434896,70,,-2291.875104,,-2116.11250846181
2015-11-01,26145.669922,27486.2949219167,27592.4749349167,0.947565232320432,,,,,26443.0940757083,71,,-2421.55592429167,,-2035.93782612153
2015-12-01,26117.539063,27371.1381836667,27428.7165527917,0.952196906943565,,,,,26485.4300132083,72,,-2583.55998679167,,-1921.12307488195
2016-01-01,24870.689453,27011.7832031667,27191.4606934167,0.914650732942105,,,,,26622.688069875,73,,-2650.64193012501,,-1761.47899828472
2016-02-01,23002,26493.6066080833,26752.694905625,0.859801230535605,,,,,26977.962728125,74,,-2499.707271875,,-1558.62230911806
2016-03-01,25341.859375,26275.6373698333,26384.6219889583,0.960478394786375,,,,,27395.4611005417,75,,-2286.54889945834,,-1337.62955903125
2016-04-01,25606.619141,26158.5797526667,26217.10856125,0.976714082759213,,,,,27753.3953453333,76,,-2132.95465466667,,-1120.91133151389
2016-05-01,26667.960938,26061.87320975,26110.2264812083,1.02136076671694,,,,,28119.6295575417,77,,-1971.06044245834,,-904.194087340279
2016-06-01,26999.720703,25996.7807618333,26029.3269857917,1.03728078400713,,,,,28469.6182456667,78,,-1825.41175433333,,-685.293107000001
2016-07-01,28051.859375,25991.5556641667,25994.168213,1.07915972325558,,,,,28818.9919435833,79,,-1680.37805641667,,-465.424346437501
2016-08-01,28452.169922,26172.3123373333,26081.93400075,1.09087654010557,,,,,29141.5502931667,80,,-1562.15970683333,,-241.359262902779
2016-09-01,27865.960938,26314.9065756667,26243.6094565,1.06181891573219,,,,,29420.5536297083,81,,-1487.49637029167,,-2.48578228125128
2016-10-01,27941.509766,26421.9632163333,26368.434896,1.05965749867993,,,,,29782.6110840833,82,,-1329.77891591667,,254.311031409721
2016-11-01,26652.810547,26464.2249350833,26443.0940757083,1.00793085978105,,,,,30272.9510905833,83,,-1043.77890941667,,502.368132920138
2016-12-01,26626.460938,26506.6350913333,26485.4300132083,1.00532484935005,,,,,30853.238932375,84,,-667.831067624997,,724.40339740625
2017-01-01,27655.960938,26738.7410484167,26622.688069875,1.03881174077588,,,,,31509.048339875,85,,-216.361660125003,,915.638457083333
2017-02-01,28743.320313,27217.1844078333,26977.962728125,1.0654370236428,,,,,32081.9557291667,86,,152.205729166664,,1060.21985736806
2017-03-01,29620.5,27573.73779325,27395.4611005417,1.08121925348482,,,,,32448.15983075,87,,314.069830749999,,1163.91687180208
2017-04-01,29918.400391,27933.0528974167,27753.3953453333,1.07800865511148,,,,,32806.0822754167,88,,467.652275416665,,1262.74838058681
2017-05-01,31145.800781,28306.2062176667,28119.6295575417,1.10761774856478,,,,,33198.521321625,89,,655.751321624994,,1365.0010116007
2017-06-01,30921.609375,28633.0302736667,28469.6182456667,1.08612658969203,,,,,33560.1233724167,90,,813.013372416666,,1463.24140167708
2017-07-01,32514.939453,29004.9536135,28818.9919435833,1.12824693926324,,,,,33959.852946,91,,1008.402946,,1560.38641414931
2017-08-01,31730.490234,29278.1469728333,29141.5502931667,1.08884015828905,,,,,34460.112060625,92,,1304.322060625,,1637.57376467361
2017-09-01,31283.720703,29562.9602865833,29420.5536297083,1.06332875637698,,,,,34954.195394,93,,1594.065394,,1668.08070883681
2017-10-01,33213.128906,30002.2618815833,29782.6110840833,1.11518526069563,,,,,35211.3763022083,94,,1646.90630220834,,1661.33038303125
2017-11-01,33149.351563,30543.6402995833,30272.9510905833,1.09501552933541,,,,,35389.4542644167,95,,1620.64426441667,,1661.36771591667
2017-12-01,34056.828125,31162.8375651667,30853.238932375,1.10383315669537,,,,,35600.1396485,96,,1626.9896485,,1682.28225963542
2018-01-01,35965.019531,31855.2591145833,31509.048339875,1.14141878050585,,,,,35696.1051432917,97,,1518.61514329167,,1719.61509762847
2018-02-01,34184.039063,32308.65234375,32081.9557291667,1.06552229395175,,,,,35778.399902375,98,,1396.569902375,,
2018-03-01,32968.679688,32587.66731775,32448.15983075,1.01604158325048,,,,,36086.2179361667,99,,1500.04793616667,,
2018-04-01,35160.359375,33024.4972330833,32806.0822754167,1.07176343337246,,,,,36485.1938475833,100,,1694.68384758333,,
2018-05-01,35322.378906,33372.5454101667,33198.521321625,1.06397446331417,,,,,36829.4860025417,101,,1834.63600254167,,
2018-06-01,35423.480469,33747.7013346667,33560.1233724167,1.05552295132845,,,,,37177.9435220833,102,,1978.75352208333,,
2018-07-01,37606.578125,34172.0045573333,33959.852946,1.10738342079392,,,,,37338.1811522917,103,,1934.65115229167,,
2018-08-01,38645.070313,34748.2195639167,34460.112060625,1.121443547398,,,,,37278.2753905833,104,,1670.40539058334,,
2018-09-01,36227.140625,35160.1712240833,34954.195394,1.03641752346611,,,,,37325.2714843333,105,,1513.06148433334,,
2018-10-01,34442.050781,35262.5813803333,35211.3763022083,0.978151222644481,,,,,37663.9042968333,106,,1647.35429683334,,
2018-11-01,36194.300781,35516.3271485,35389.4542644167,1.02274255235952,,,,,38092.5087890417,107,,1871.61878904166,,
2018-12-01,36068.328125,35683.9521485,35600.1396485,1.01315131011065,,,,,38500.2137044167,108,,2074.98370441666,,
2019-01-01,36256.691406,35708.2581380833,35696.1051432917,1.01570440977967,,,,,,,,,,
2019-02-01,35867.441406,35848.5416666667,35778.399902375,1.00248869440411,,,,,,,,,,
2019-03-01,38672.910156,36323.8942056667,36086.2179361667,1.07168089003976,,,,,,,,,,
2019-04-01,39031.550781,36646.4934895,36485.1938475833,1.0697915144443,,,,,,,,,,
2019-05-01,39714.199219,37012.4785155833,36829.4860025417,1.07832618723648,,,,,,,,,,
2019-06-01,39394.640625,37343.4085285833,37177.9435220833,1.05962398381718,,,,,,,,,,
2019-07-01,37481.121094,37332.953776,37338.1811522917,1.0038282513314,,,,,,,,,,
2019-08-01,37332.789063,37223.5970051667,37278.2753905833,1.0014623442701,,,,,,,,,,
2019-09-01,38667.328125,37426.9459635,37325.2714843333,1.0359557100939,,,,,,,,,,
2019-10-01,40129.050781,37900.8626301667,37663.9042968333,1.06545116684501,,,,,Regression,,,,,
2019-11-01,40793.808594,38284.1549479167,38092.5087890417,1.07091420047753,,,,,,,,,,
2019-12-01,41253.738281,38716.2724609167,38500.2137044167,1.07151972188319,,,,,Regression Model,Linear,,,,
,,,,,,,,,R^2,0.923390506395366,,,,
,,,,,,,,,Standard Error,1852.16106909769,,,,
,,,,,,,,,,,,,,
,,,,,,,,,Slope,204.341557049469,,,,
,,,,,,,,,Intercept,14356.517518998,,,,
